root@ubuntu-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0 port 22
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
00:19:00.793573 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 4126503697:4126503805, ack 2999390586, win 501, length 108
00:19:01.105752 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115512:115684, ack 73, win 501, length 172
00:19:01.105789 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115684:115856, ack 73, win 501, length 172
00:19:01.105825 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115856:116028, ack 73, win 501, length 172
00:19:01.105860 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116028:116200, ack 73, win 501, length 172
00:19:01.105895 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116200:116372, ack 73, win 501, length 172
00:19:01.105930 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116372:116544, ack 73, win 501, length 172
00:19:01.112426 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 111572, win 512, length 0
00:19:01.112446 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116544:116716, ack 73, win 501, length 172
00:19:01.113388 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 112140, win 510, length 0
00:19:01.113398 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116716:117000, ack 73, win 501, length 284
00:19:01.113465 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117000:117284, ack 73, win 501, length 284
00:19:01.114644 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 112768, win 507, length 0
00:19:01.114652 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117284:117456, ack 73, win 501, length 172
00:19:01.114725 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117456:117740, ack 73, win 501, length 284
00:19:01.114763 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117740:117912, ack 73, win 501, length 172
00:19:01.116956 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 112940, win 513, length 0
00:19:01.116963 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117912:118084, ack 73, win 501, length 172
00:19:01.121380 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 113620, win 510, length 0
00:19:01.121397 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118084:118368, ack 73, win 501, length 284
00:19:01.121490 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118368:118652, ack 73, win 501, length 284
00:19:01.122195 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 116544, win 513, length 0
00:19:01.122209 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118652:118824, ack 73, win 501, length 172
00:19:01.122265 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118824:119108, ack 73, win 501, length 284
00:19:01.122305 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 119108:119280, ack 73, win 501, length 172
00:19:01.122342 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 119280:119452, ack 73, win 501, length 172
00:19:01.122380 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 119452:119624, ack 73, win 501, length 172
00:19:01.122428 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 119624:119796, ack 73, win 501, length 172
00:19:01.122466 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 119796:119968, ack 73, win 501, length 172
00:19:01.122519 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 119968:120140, ack 73, win 501, length 172
00:19:01.122556 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 120140:120312, ack 73, win 501, length 172
00:19:01.122593 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 120312:120484, ack 73, win 501, length 172
00:19:01.122637 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 120484:120656, ack 73, win 501, length 172
00:19:01.122692 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 120656:120828, ack 73, win 501, length 172
00:19:01.122730 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 120828:121000, ack 73, win 501, length 172
00:19:01.122767 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 121000:121172, ack 73, win 501, length 172
00:19:01.122814 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 121172:121344, ack 73, win 501, length 172
00:19:01.122849 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 121344:121516, ack 73, win 501, length 172
00:19:01.122885 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 121516:121688, ack 73, win 501, length 172
00:19:01.125183 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 116716, win 512, length 0
00:19:01.125201 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 121688:121860, ack 73, win 501, length 172
00:19:01.125290 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 121860:122144, ack 73, win 501, length 284
00:19:01.126221 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 117284, win 510, length 0
00:19:01.126229 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 122144:122316, ack 73, win 501, length 172
00:19:01.126288 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 122316:122600, ack 73, win 501, length 284
00:19:01.127891 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 117912, win 507, length 0
00:19:01.127904 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 122600:122772, ack 73, win 501, length 172
00:19:01.127996 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 122772:123056, ack 73, win 501, length 284
00:19:01.128040 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 123056:123228, ack 73, win 501, length 172
00:19:01.131140 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 118084, win 513, length 0
00:19:01.131163 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 123228:123400, ack 73, win 501, length 172
00:19:01.136064 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 118652, win 511, length 0
00:19:01.136085 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 123400:123684, ack 73, win 501, length 284
00:19:01.136184 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 123684:123968, ack 73, win 501, length 284
00:19:01.136951 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 121688, win 513, length 0
00:19:01.137000 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 123968:124140, ack 73, win 501, length 172
00:19:01.137127 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 124140:124424, ack 73, win 501, length 284
00:19:01.137177 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 124424:124596, ack 73, win 501, length 172
00:19:01.137217 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 124596:124768, ack 73, win 501, length 172
00:19:01.137255 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 124768:124940, ack 73, win 501, length 172
00:19:01.137340 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 124940:125112, ack 73, win 501, length 172
00:19:01.137393 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 125112:125284, ack 73, win 501, length 172
00:19:01.137447 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 125284:125456, ack 73, win 501, length 172
00:19:01.137496 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 125456:125628, ack 73, win 501, length 172
00:19:01.137548 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 125628:125800, ack 73, win 501, length 172
00:19:01.137606 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 125800:125972, ack 73, win 501, length 172
00:19:01.137655 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 125972:126144, ack 73, win 501, length 172
00:19:01.137699 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 126144:126316, ack 73, win 501, length 172
00:19:01.137738 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 126316:126488, ack 73, win 501, length 172
00:19:01.137778 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 126488:126660, ack 73, win 501, length 172
00:19:01.137816 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 126660:126832, ack 73, win 501, length 172
00:19:01.137853 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 126832:127004, ack 73, win 501, length 172
00:19:01.138008 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 121860, win 512, length 0
00:19:01.138016 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 127004:127176, ack 73, win 501, length 172
00:19:01.138427 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 122316, win 510, length 0
00:19:01.138435 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 127176:127460, ack 73, win 501, length 284
00:19:01.138498 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 127460:127744, ack 73, win 501, length 284
00:19:01.140280 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 122772, win 509, length 0
00:19:01.140302 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 127744:127916, ack 73, win 501, length 172
00:19:01.140413 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 127916:128200, ack 73, win 501, length 284
00:19:01.140897 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 123228, win 513, length 0
00:19:01.140904 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 128200:128372, ack 73, win 501, length 172
00:19:01.140959 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 128372:128656, ack 73, win 501, length 284
00:19:01.148432 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 123684, win 511, length 0
00:19:01.148465 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 128656:128828, ack 73, win 501, length 172
00:19:01.148591 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 128828:128976, ack 73, win 501, length 148
00:19:01.149613 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 124140, win 509, length 0
00:19:01.149623 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 128976:129276, ack 73, win 501, length 300
00:19:01.149657 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 124940, win 513, length 0
00:19:01.149698 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 129276:129672, ack 73, win 501, length 396
00:19:01.149739 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 129672:129844, ack 73, win 501, length 172
00:19:01.149778 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 129844:130016, ack 73, win 501, length 172
00:19:01.149816 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 130016:130188, ack 73, win 501, length 172
00:19:01.149856 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 130188:130360, ack 73, win 501, length 172
00:19:01.150632 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 126832, win 513, length 0
00:19:01.150632 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 127744, win 509, length 0
00:19:01.150643 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 130360:130532, ack 73, win 501, length 172
00:19:01.150703 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 130532:130928, ack 73, win 501, length 396
00:19:01.150748 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 130928:131100, ack 73, win 501, length 172
00:19:01.150790 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 131100:131272, ack 73, win 501, length 172
00:19:01.150828 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 131272:131444, ack 73, win 501, length 172
00:19:01.150865 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 131444:131616, ack 73, win 501, length 172
00:19:01.150902 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 131616:131788, ack 73, win 501, length 172
00:19:01.150939 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 131788:131960, ack 73, win 501, length 172
00:19:01.150990 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 131960:132132, ack 73, win 501, length 172
00:19:01.151026 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 132132:132304, ack 73, win 501, length 172
00:19:01.151063 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 132304:132476, ack 73, win 501, length 172
00:19:01.151098 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 132476:132648, ack 73, win 501, length 172
00:19:01.151134 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 132648:132820, ack 73, win 501, length 172
00:19:01.151170 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 132820:132992, ack 73, win 501, length 172
00:19:01.151205 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 132992:133164, ack 73, win 501, length 172
00:19:01.153060 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 127916, win 509, length 0
00:19:01.153090 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 133164:133336, ack 73, win 501, length 172
00:19:01.153417 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 128372, win 513, length 0
00:19:01.153425 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 133336:133620, ack 73, win 501, length 284
00:19:01.153482 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 133620:133904, ack 73, win 501, length 284
00:19:01.161841 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 128828, win 511, length 0
00:19:01.161841 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 129276, win 509, length 0
00:19:01.161882 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 133904:134076, ack 73, win 501, length 172
00:19:01.162017 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 134076:134224, ack 73, win 501, length 148
00:19:01.162066 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 134224:134372, ack 73, win 501, length 148
00:19:01.162153 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 134372:134808, ack 73, win 501, length 436
00:19:01.162192 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 134808:134980, ack 73, win 501, length 172
00:19:01.163350 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 130360, win 513, length 0
00:19:01.163350 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 130532, win 512, length 0
00:19:01.163351 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 131616, win 508, length 0
00:19:01.163376 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 134980:135152, ack 73, win 501, length 172
00:19:01.163517 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 135152:135660, ack 73, win 501, length 508
00:19:01.163562 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 135660:135832, ack 73, win 501, length 172
00:19:01.163619 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 135832:136004, ack 73, win 501, length 172
00:19:01.163657 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 136004:136176, ack 73, win 501, length 172
00:19:01.163696 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 136176:136348, ack 73, win 501, length 172
00:19:01.163733 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 136348:136520, ack 73, win 501, length 172
00:19:01.163770 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 136520:136692, ack 73, win 501, length 172
00:19:01.163807 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 136692:136864, ack 73, win 501, length 172
00:19:01.163847 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 136864:137036, ack 73, win 501, length 172
00:19:01.163883 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 137036:137208, ack 73, win 501, length 172
00:19:01.165942 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 133164, win 513, length 0
00:19:01.165955 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 137208:137380, ack 73, win 501, length 172
00:19:01.166024 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 137380:137664, ack 73, win 501, length 284
00:19:01.166063 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 137664:137836, ack 73, win 501, length 172
00:19:01.166100 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 137836:138008, ack 73, win 501, length 172
00:19:01.166136 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 138008:138180, ack 73, win 501, length 172
00:19:01.166172 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 138180:138352, ack 73, win 501, length 172
00:19:01.166208 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 138352:138524, ack 73, win 501, length 172
00:19:01.166245 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 138524:138696, ack 73, win 501, length 172
00:19:01.166282 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 138696:138868, ack 73, win 501, length 172
00:19:01.167044 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 133904, win 510, length 0
00:19:01.167053 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 138868:139040, ack 73, win 501, length 172
00:19:01.167117 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 139040:139324, ack 73, win 501, length 284
00:19:01.167157 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 139324:139496, ack 73, win 501, length 172
00:19:01.174513 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 134076, win 509, length 0
00:19:01.174539 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 139496:139668, ack 73, win 501, length 172
00:19:01.175094 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 134372, win 508, length 0
00:19:01.175103 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 139668:139952, ack 73, win 501, length 284
00:19:01.175164 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 139952:140236, ack 73, win 501, length 284
00:19:01.176055 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 134980, win 513, length 0
00:19:01.176062 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 140236:140408, ack 73, win 501, length 172
00:19:01.176117 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 140408:140692, ack 73, win 501, length 284
00:19:01.176502 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 136864, win 513, length 0
00:19:01.176512 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 140692:140864, ack 73, win 501, length 172
00:19:01.176562 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 140864:141148, ack 73, win 501, length 284
00:19:01.176599 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 141148:141320, ack 73, win 501, length 172
00:19:01.176644 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 141320:141492, ack 73, win 501, length 172
00:19:01.176693 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 141492:141664, ack 73, win 501, length 172
00:19:01.176734 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 141664:141836, ack 73, win 501, length 172
00:19:01.176800 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 141836:142008, ack 73, win 501, length 172
00:19:01.176836 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 142008:142180, ack 73, win 501, length 172
00:19:01.176872 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 142180:142352, ack 73, win 501, length 172
00:19:01.177219 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 137208, win 511, length 0
00:19:01.177225 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 142352:142524, ack 73, win 501, length 172
00:19:01.177274 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 142524:142808, ack 73, win 501, length 284
00:19:01.178775 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 137380, win 511, length 0
00:19:01.178781 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 142808:142980, ack 73, win 501, length 172
00:19:01.179418 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 138008, win 508, length 0
